gene,Length,Nonsyn_v,Syn_v,Tissuespe,Expr,Reptime,HIc,GC,ALL_tr_length,CO_tr_length,ALL_tr_count,CO_tr_count,NC_tr_count,NC_mut_rate,HI,REC,CONS,RVIS,GDI,NET
CEP57,1.581,22,7,0,2.98879,467,2,37.69,25929.125,30527.22222,16,9,7,0.000002205,0.53304,0.13617,-0.680070032,-0.045835247,7.61253,0.515291495
ARHGAP44,2.562,23,27,0,0.000001,0.000001,0.000001,42.68,99063,125701.4,11,5,6,0.000001,0.000001,0.000001,2.142823761,-1.48620052,2.12216,0.11437136
ARHGAP42,2.745,8,12,0,0.000001,0.000001,0.000001,38.03,137453.375,214190.3333,8,3,5,0.000001,0.000001,0.000001,0.000001,0.000001,8.52466,0.11437136
RSL24D1,0.522,6,2,1,1.95231,721,-36,36.26,8440,10947.5,6,2,4,0.000004253,0.53977,0.11809,0.000001,-0.119252484,0.74947,0.869332958
APMAP,1.296,28,24,0,5.45344,676,-29,46.54,29851,29851,3,3,0,0.000001,0.10489,0.10546,0.000001,0.578735925,4.8903,0.000001
TMBIM6,0.938,8,4,0,18.28526,265,67,43.42,15481.14286,18610.33333,28,21,7,0.000002167,0.09972,0.13992,1.240206709,-0.251530012,1.59193,0.928051813
TMBIM4,0.898,9,4,0,2.4304,696,5,38.11,27842.46154,34890.33333,12,6,6,0.000003242,0.10491,0.12293,0.124547261,0.237127192,8.5405,0.868043535
TMBIM1,0.991,15,12,0,7.30654,197,33,54.43,10421.34783,11185.0625,23,16,7,0.000002122,0.21069,0.11423,0.943067803,0.040529541,7.10172,0.689231587
CEP63,2.286,40,10,0,2.22647,321,12,38.49,46494.86667,54290.45455,15,11,4,0.000003169,0.18348,0.10797,-0.708300524,-0.420619508,9.8212,0.346954682
FAM60A,0.691,6,3,1,3.17612,468,6,41.46,35394,42547.28571,10,7,3,0.000003272,0.84588,0.14896,0.000001,0.21326276,0.85606,0.92467354
CEP68,2.299,44,21,0,6.47041,340,38,47.81,20911.66667,26558.75,6,4,2,0.000002148,0.05976,0.09504,-1.034214902,0.718303761,8.21944,0.056359005
NRN1L,0.513,11,4,0,8.79834,158,50,55.81,2105.333333,2105.333333,3,3,0,0.000001672,0.000001,0.000001,0.357049448,0.905808022,7.18105,0.093162966
TRPC4AP,2.489,21,21,0,11.28095,236,45,42.95,75816.75,75816.75,4,4,0,0.0000022,0.44984,0.11627,1.23987072,-1.263883952,2.01455,0.870211229
COMTD1,0.824,5,2,0,2.08687,275,38,70.61,1551.428571,1992.5,7,2,5,0.000001892,0.23565,0.17097,0.620411829,0.000001,2.13085,0.589267361
FHIT,0.469,14,5,0,0.36866,1126,5,38.91,1003213.857,1363106.222,8,5,3,0.000002935,0.000001,0.000001,-1.440306953,-0.560178693,1.3751,0.977559545
LTBP1,5.391,74,42,1,2.13347,605,2,40.25,167421.2143,198038.3846,15,13,2,0.000002935,0.4738,0.14744,0.278324893,-0.44293645,5.77162,0.493846675
PTGS2,1.865,12,13,1,2.75352,552,-19,34.86,5126.8,8637,5,1,4,0.000004097,0.81176,0.94573,2.545557994,-0.359940251,2.3863,0.996107823
LTBP2,5.646,94,63,1,39.45819,202,45,51.68,7169.52381,78782.5,22,12,10,0.000002077,0.000001,0.000001,2.07071052,-0.93133804,6.60795,0.520739194
LTBP3,4.052,31,20,0,7.82985,242,42,60.23,72087,10419.5,7,4,3,0.000002033,0.000001,0.000001,3.773609637,-1.545648077,5.87861,0.646340127
VTCN1,0.874,9,7,1,3.22193,566,12,42.41,54708.5,55835,6,4,2,0.000002057,0.1523,0.08577,0.000001,0.238945317,2.3503,0.036462571
PGF,0.548,13,4,1,8.75817,222,53,56.15,10506.75,13498.5,8,4,4,0.000001974,0.34071,0.08473,-0.245415925,-0.383807564,0.42322,0.630984186
PGC,1.523,23,13,0,4.29684,341,47,50.66,8419,8419,4,4,0,0.000002386,0.000001,0.000001,0.252979208,0.264628794,1.04735,0.722147892
LTBP4,5.334,71,39,0,8.69282,226,37,56.48,11144.80952,21962.44444,44,9,35,0.000002465,0.000001,0.000001,0.000001,0.000001,21.4831,0.880245894
PTGS1,1.879,34,19,0,3.432,635,27,50.08,19729,19729,5,5,0,0.000002779,0.17138,0.4878,0.975053146,0.868987491,4.7701,0.985422856
PGD,1.517,20,12,0,7.12477,383,24,47.69,11021.41667,16620.14286,12,7,5,0.000001396,0.25674,0.83834,1.105032579,-0.66859065,4.01463,0.993464629
NAA15,2.701,14,19,0,3.8988,299,26,39.06,35050,71191.66667,8,3,5,0.000002141,0.9902,0.19761,3.060403394,-0.890882376,1.09367,0.539175613
TVP23C,1.016,10,1,1,4.57998,452,-34,42.63,36751.45455,44720.28571,11,7,4,0.000001,0.000001,0.000001,0.000001,0.661468037,4.8089,0.000001
NAA16,2.728,32,11,0,3.02803,283,51,37.34,27108.41667,54948.33333,12,3,9,0.00000259,0.7872,0.13369,0.418713217,-0.775187015,5.21135,0.11437136
NSRP1,1.712,26,11,1,6.05144,298,24,38.57,55646.6875,47221.16667,16,6,10,0.000001,0.000001,0.000001,-0.184892584,0.420771676,3.90411,0.11437136
TVP23A,0.677,13,6,0,2.58562,356,36,48.06,39716.14286,22397.33333,9,3,6,0.000001,0.11731,0.06348,0.000001,-0.383807564,1.45258,0.000001
CTNNB1,2.416,9,15,0,3.05811,448,8,39.91,23299.66667,32129.3,15,10,5,0.000002668,0.99997,0.9963,4.197769059,-0.582225231,0.37429,0.999999993
TVP23B,0.653,8,4,1,8.32902,284,-7,41.13,19320,22967,10,5,5,0.000001,0.35088,0.10047,0.000001,0.080983847,0.1946,0.000001
PGR,2.842,33,19,0,0.23389,962,-25,37.73,63335.8,93968,8,3,5,0.000004078,0.13858,0.53017,0.000001,0.000001,6.92862,0.499444724
GNG8,0.223,1,1,0,11.39694,347,28,67.87,610,610,1,1,0,0.000002355,0.36029,0.12378,0.000001,0.145304857,0.5165,0.064159265
PGP,0.976,5,2,0,21.79404,224,39,61.69,2224.5,2811,2,1,1,0.000001995,0.19531,0.18996,2.053888937,0.000001,2.85586,0.773413199
NAA11,0.695,12,3,0,1.03025,821,-5,38.11,69572.33333,9398,3,1,2,0.000003175,0.15668,0.0916,0.680779689,0.014844891,2.46432,0.11437136
CH25H,0.824,5,9,0,2.5559,367,34,48.28,1378,1378,1,1,0,0.000001915,0.07423,0.1721,2.474205223,-0.295622497,0.54435,0.195210437
NAA10,0.748,0,0,0,0.000001,0.000001,0.000001,58.17,3517.625,5056.5,16,6,10,0.000002695,0.000001,0.000001,2.181450077,-0.031067188,10000,0.823667691
GNG2,0.226,1,3,0,2.04232,471,27,40.23,99118.26667,108183.4444,15,9,6,0.000002904,0.20474,0.14229,0.000001,0.057118534,0.9656,0.192204444
GNG3,0.238,0,1,1,24.25755,248,51,55.38,1544,1544,1,1,0,0.000002656,0.000001,0.000001,0.000001,0.167351552,0.03232,0.731196952
MTERFD2,1.166,21,6,0,13.94664,278,35,0.000001,0.000001,0.000001,0.000001,0.000001,0,0.000002522,0.09584,0.07784,0.017336767,0.240763792,7.90951,0.708143979
GNG4,0.238,2,3,0,5.65883,457,16,48.07,77430.4,87486.5,5,4,1,0.000002971,0.67478,0.11016,0.000001,0.057118534,0.0868,0.892084958
MTERFD3,1.163,11,6,0,1.56112,473,21,0.000001,0.000001,0.000001,0.000001,0.000001,0,0.000002563,0.07927,0.07822,0.698565132,0.639420866,3.19446,0.11978489
GNG5,0.217,1,1,0,2.38252,685,-2,40.66,7329,8239,3,2,1,0.00000183,0.45223,0.13588,0.000001,0.145304857,0.50925,0.539175613
GNG7,0.217,1,0,1,14.72723,262,33,52.24,180095,191491,2,1,1,0.000002788,0.46138,0.11262,0.000001,0.079165052,0.1184,0.731196952
MTERFD1,1.321,21,9,0,2.17849,671,12,0.000001,0.000001,0.000001,0.000001,0.000001,0,0.000004815,0.45357,0.0891,-0.210538447,0.553050905,4.35805,0.896476619
KRR1,1.196,15,10,0,5.1361,524,-10,35.47,8305.4,13253.5,5,2,3,0.00000349,0.95942,0.37815,0.493110493,-0.291981272,8.92343,0.988804737
TYRO3,2.768,38,23,0,7.44461,166,44,53.19,7233.777778,16241,9,3,6,0.000001763,0.26568,0.24002,1.722926425,-0.817464788,7.27014,0.958507479
MDH1B,1.617,33,7,0,2.0697,816,1,40.67,24004.28571,26541.25,7,4,3,0.000003356,0.13728,0.09156,-1.173263278,-0.110153916,3.64828,0.324037333
ADAMTS20,5.928,90,35,0,1.26632,906,-21,35.33,114432,90047.5,4,4,0,0.000004603,0.14489,0.09297,-0.476580999,-0.753453827,6.46984,0.045810873
NAA25,3.039,21,12,1,7.71475,200,42,41.42,46209,56194.5,8,2,6,0.00000221,0.37094,0.10762,2.684687948,-0.111973265,9.84256,0.539175613
ZUFSP,1.782,16,5,0,2.47712,479,10,36.54,20203,24984,4,2,2,0.000003049,0.14858,0.08948,1.012108056,0.218717575,7.93566,0.383568262
CTNNA1,2.882,19,25,0,14.32876,380,39,44.15,49506.09302,63682.85185,44,27,17,0.000001832,0.45557,0.22076,3.134697108,-0.841329384,1.57722,0.987105642
YIF1B,1.085,16,10,0,14.38746,253,-1,55.37,7570.75,8217.363636,16,11,5,0.000002428,0.24539,0.10425,1.354973297,-0.359940251,5.59816,0.366625199
YIF1A,0.922,18,7,1,21.33752,236,53,58.9,2630.461538,3593.833333,13,6,7,0.000001994,0.20913,0.12119,-0.825862182,-0.602450568,2.75881,0.81868759
CTNNA3,2.903,59,26,0,0.14523,1168,-41,36.18,783142.1667,907972,6,5,1,0.000005621,0.15743,0.18566,-1.719599717,-1.010461444,10.25564,0.618616571
RPTOR,4.178,48,63,0,7.82748,381,22,49.12,193982.6364,287100.2,12,5,7,0.000003495,0.000001,0.000001,4.013487962,-2.583601763,1.65128,0.860297815
CTNNA2,3.157,23,23,0,0.10595,1614,-24,38.65,473629.1667,718691,18,11,7,0.000009076,0.39193,0.11262,3.712774849,-0.642904475,2.73415,0.275128674
NAA20,0.589,7,2,0,2.25789,502,12,41.08,14418,16366.66667,7,3,4,0.000002852,0.14086,0.09481,0.000001,-0.163345027,0.12662,0.730489972
KIAA1257,1.265,17,10,0,11.49132,379,52,47.21,33065.2,44218.66667,5,3,2,0.000002475,0.05969,0.08096,1.160368482,0.951720429,2.03224,0.11437136
HLA-DPA1,0.803,17,15,1,14.79,431,28,42.77,8275.957143,8294.456522,9,5,3,0.0000029,0.000001,0.000001,1.349479943,3.285765937,18.69721,0.223753449
C18orf25,1.232,16,5,0,4.13073,142,58,40.58,73792.5,73792.5,4,4,0,0.000002965,0.44755,0.10432,1.348960749,0.238945317,2.29043,0.000001
RHPN1,2.088,35,23,0,18.82843,237,35,65,11336,15334,3,1,2,0.000004128,0.10052,0.10074,-0.302334987,-0.529034136,2.67044,0.794824367
C18orf21,0.688,4,4,0,3.99,585,15,42.7,4630.666667,6547,6,4,2,0.000002567,0.05581,0.10249,0.000001,0.369407109,1.23505,0.000001
RHPN2,2.136,30,22,0,4.58398,356,-12,48.33,35257.71429,85773,8,2,6,0.00000281,0.1907,0.10228,1.523140739,0.003714825,14.95444,0.538741333
PTH1R,1.852,24,16,0,4.42069,376,41,57.96,17559.125,19003.33333,8,6,2,0.000001635,0.000001,0.000001,2.033692943,0.066214104,2.15303,0.305251009
RUNDC3B,1.482,13,6,0,2.87293,839,-3,35.67,130267.5556,202594.6667,9,3,6,0.000003972,0.14292,0.10936,0.893216958,-0.516085732,1.15204,0.307483655
RUNDC3A,1.421,13,2,1,10.0989,175,40,59.03,7118.285714,9510.666667,7,3,4,0.00000242,0.33264,0.10493,1.066524482,-0.317668748,1.5977,0.717749249
RIIAD1,0.299,1,0,0,0.000001,0.000001,0.000001,51.01,7503,13619,6,2,4,0.000001,0.000001,0.000001,0.000001,0.367590509,1.70586,0.11437136
PPCDC,0.64,13,6,0,8.87844,262,43,47.94,23504.54545,21103,11,7,4,0.000002446,0.22213,0.13571,-0.845663423,-0.115612494,0.81327,0.95023593
NAA38,0.532,7,2,0,0.72287,922,-13,44.28,7600.083333,7263.25,8,11,1,0.00000487,0.15013,0.12971,0.000001,0.079165052,0.09451,0.539175613
NAA35,2.288,25,12,0,3.20125,381,21,37.88,50719,50719,3,3,0,0.000002944,0.40467,0.1118,1.95898581,-0.135838822,2.304,0.340912403
ATP6V0B,0.658,4,3,0,8.75223,214,39,57.08,2506.384615,2985,13,6,7,0.000001857,0.36214,0.11457,1.253519764,-0.053113545,0.84553,0.632581655
HESX1,0.578,11,3,0,4.54806,389,37,41.16,10577,10577,3,3,0,0.000002024,0.59812,0.19387,0.000001,0.193034296,4.28895,0.571103392
ATP6V0C,0.483,0,8,0,20.85452,321,49,60.73,4725,4725,4,4,0,0.000002036,0.15716,0.16113,2.567446378,-0.141298762,10000,0.925403218
RILPL1,1.247,13,10,0,10.39355,424,49,50.55,39170,39170,3,3,0,0.000002343,0.000001,0.000001,2.029058228,0.016664174,1.49373,0.32283396
RILPL2,0.656,2,5,0,11.29277,177,47,49.36,21329,21329,1,1,0,0.000002328,0.07683,0.07466,1.180779481,-0.185391282,0.9548,0.698690979
NAA30,1.109,4,8,0,1.50623,939,16,37.28,21485.5,21485.5,4,4,0,0.000003365,0.4191,0.10366,2.808255241,-0.161524709,1.21121,0.11437136
PIR,0.918,0,1,0,0.000001,0.000001,0.000001,38.99,55743.33333,108655.5,6,2,4,0.000002316,0.14392,0.28917,0.009209686,0.483275131,3.43891,0.792038928
PIP,0.461,14,2,1,3.21366,568,-9,42.19,7670,7670,1,1,0,0.00000354,0.000001,0.000001,0.000001,1.060147109,1.82895,0.147460404
HLA-DPB1,0.802,20,13,1,14.79,431,28,48.11,6421.936709,8734.8,9,4,5,0.0000029,0.05183,0.18779,2.398673327,3.396108778,28.14203,0.22609181
VEZF1,1.596,10,16,0,8.54628,182,27,40.94,10662.5,10662.5,4,4,0,0.000002153,0.87973,0.12207,2.197198707,-0.648365105,4.71846,0.645765932
PTGR1,1.067,17,6,0,4.99818,309,16,43.23,24529.2,35045,10,5,5,0.00000227,0.08999,0.0989,-0.051119058,0.106667882,1.7402,0.076641173
PTGR2,1.101,15,4,0,5.02038,155,50,42.1,26439,29770,7,5,2,0.000002125,0.16841,0.11143,0.516429181,-0.161524709,1.13499,0.164483518
PTH2R,1.718,38,17,0,2.21399,671,0,37.4,147287,87676,4,1,3,0.000003938,0.18266,0.17802,-0.034733694,-0.664951379,3.16905,0.516827769
PHB,0.849,8,5,0,7.33027,256,23,48.42,6891.769231,8890.857143,13,7,6,0.00000268,0.87417,0.68456,2.10477955,0.03689118,0.40904,0.896203762
KIAA1279,1.901,20,14,0,8.60888,246,52,40.66,15933.5,28252,2,1,1,0.000001827,0.14379,0.15292,1.460552723,-0.334253673,7.25831,0.513309372
C9orf9,0.527,8,5,0,19.52019,575,33,53.54,11481,11481,3,3,0,0.000002633,0.13662,0.10088,-0.795013395,-0.427900189,1.26972,0.000001
NAA40,0.754,17,13,0,13.22584,277,42,50.29,11729.2,16217.5,11,4,7,0.000002392,0.15839,0.10522,0.165455746,-0.47017169,2.01879,0.11437136
PI3,0.364,12,10,1,8.4254,324,25,51.23,1669,1669,1,1,0,0.000002309,0.3515,0.39584,0.000001,0.571462852,4.0337,0.763865163
C9orf3,2.58,34,6,0,2.50013,432,35,42.89,112172.88,178351.5455,25,11,14,0.000002245,0.15497,0.18663,-0.504378022,-0.108334733,5.40662,0.000001
CHRND,1.614,34,13,0,2.79084,156,34,56.16,7716.25,7292,8,5,3,0.000002511,0.16756,0.17222,-0.051617408,-0.398573136,2.25073,0.524260288
FCGBP,16.398,233,142,1,13.12608,522,29,51.41,35444.66667,52653.5,3,2,1,0.000002407,0.000001,0.000001,0.000001,0.000001,28.93384,0.155518115
CHRNE,1.542,30,23,0,14.16161,231,30,62.33,3559.333333,5301,3,1,2,0.000002171,0.51041,0.10048,3.482477748,-0.909290275,2.63486,0.710446767
CHRNG,1.614,36,17,0,2.86805,211,36,58.41,4934,6323,3,2,1,0.00000247,0.06654,0.08497,-0.063754728,-0.418800956,4.61314,0.616015067
GPR83,1.292,24,15,1,2.99664,704,-13,44.97,22985.5,22985.5,2,2,0,0.000002756,0.12505,0.25074,-0.203972001,-0.26629572,2.22471,0.131627175
GNAZ,1.078,4,26,0,0.000001,0.000001,0.000001,57.44,26931.33333,54685,3,1,2,0.000001,0.31906,0.1705,3.287054391,-0.846787714,0.2847,0.999729962
GPR84,1.196,24,7,0,6.64708,190,45,50.76,2035.5,2035.5,2,2,0,0.000003713,0.09441,0.08635,-0.420152163,0.086440867,2.88122,0.075874351
SH3RF1,2.722,29,27,0,2.41771,244,24,39.27,74596.4,59922.66667,5,3,2,0.000002258,0.66607,0.13805,1.445106898,-0.573127851,3.93697,0.896494508
LIMA1,2.333,23,13,0,10.08076,144,57,42.32,42333.5625,54957,16,9,7,0.00000216,0.19,0.13884,0.806099656,-0.999300439,1.09509,0.922555083
GPR85,1.118,5,7,0,1.10068,954,-8,38.41,4567.125,4288.333333,8,6,2,0.000004945,0.26443,0.44692,2.268106258,-0.207437529,0.38811,0.349373074
GPR82,1.016,0,1,0,0.000001,0.000001,0.000001,35.19,3310,5981,2,1,1,0.000002237,0.000001,0.000001,0.000001,0.103030231,0.80337,0.068471875
PWWP2B,1.802,25,31,0,1.52612,271,-1,62.25,20664.5,20664.5,2,2,0,0.000003983,0.000001,0.000001,2.701320106,0.000001,1.6128,0.219950597
PLEKHG4B,3.906,107,47,0,8.3625,543,14,53.5,26598.33333,33129,3,2,1,0.000006469,0.000001,0.000001,-2.641146926,-0.104929179,18.33443,0.139671187
LTC4S,0.478,5,2,0,16.10057,359,38,67.09,2017.125,2522.5,8,2,6,0.000003067,0.12488,0.10849,0.000001,0.000001,1.10654,0.933769805
GPR87,1.087,16,9,0,0.000001,0.000001,0.000001,39.88,22850,22850,1,1,0,0.000001,0.2283,0.11116,1.071675625,0.350995466,1.4303,0.136010941
KHNYN,2.2,26,21,0,8.97668,265,29,52.2,6204.833333,6855.4,6,5,1,0.000002249,0.13632,0.0949,1.511325118,-0.821100135,6.75059,0.776354485
GPR88,1.16,3,3,0,3.48181,846,-6,52.47,3882,3882,1,1,0,0.000002395,0.85046,0.11105,3.426160839,0.000001,8.1813,0.307483655
ZNF880,1.754,19,6,0,5.2638,960,-32,41.86,8760.166667,9900.4,6,5,1,0.000003671,0.000001,0.000001,0.000001,1.9512643,11.00153,0.11437136
PKM,2.057,19,16,0,11.30931,192,36,48.38,18120.54167,25351.35714,25,14,11,0.000001,0.77694,0.1807,0.000001,-0.424258538,0.84391,0.000001
NOD2,3.183,86,33,0,2.94632,792,1,48.1,16885.8,17809.33333,10,3,7,0.000003002,0.13546,0.69333,-1.741601479,0.574934281,4.62729,0.446969244
NOD1,2.917,53,30,0,6.23997,400,37,46.77,28283.77778,28115.83333,9,6,3,0.00000253,0.09284,0.26053,0.29303569,-0.455627566,12.51514,0.772550758
HSF1,1.655,29,18,0,25.25749,200,28,56.87,7097.111111,18771.66667,14,3,10,0.000003512,0.11458,0.16496,0.03262904,-0.865195027,3.96676,1
STRA8,1.038,3,4,0,4.25774,594,40,48.48,26514,26514,1,1,0,0.000002234,0.45296,0.14911,1.191428818,0.147123112,1.09252,0.089423353
SMPDL3B,1.525,30,11,0,8.9109,272,20,49.86,20806.83333,22580.5,6,4,2,0.000001571,0.000001,0.000001,-0.197076479,-0.021969881,6.81623,0.138091699
RRN3,2.046,28,14,0,5.64013,463,22,42.09,26475.85714,29376.16667,7,6,1,0.000004107,0.09916,0.13442,0.649685892,0.378498378,4.91226,0.952797354
SMPDL3A,1.402,16,7,0,1.38284,1073,-1,40.47,16332.33333,20471.5,3,2,1,0.000004801,0.05412,0.12593,0.203281011,0.573279816,5.95143,0.000368663
HSF2,1.688,16,10,0,1.40855,973,-19,35.55,25609,25609,3,3,0,0.000004452,0.48052,0.17427,0.942948202,-0.758599262,0.81702,0.881117885
ZNF878,1.616,23,12,0,9.75609,728,-8,46.11,10821.5,10821.5,2,2,0,0.000002854,0.000001,0.000001,-0.43188828,0.420771676,4.97046,0.11437136
ANKEF1,2.376,44,24,0,1.94301,442,-34,37.26,30074.5,21248,4,2,2,0.000001,0.17443,0.09325,0.000001,-0.369255208,9.27712,0.000001
SLMAP,2.541,29,13,0,7.88284,196,35,38.95,66390.21739,81262.75,23,16,7,0.000002058,0.43101,0.11509,1.394075943,-1.155457828,1.1843,0.876538313
PWWP2A,2.422,15,10,0,1.99338,417,21,42.31,30835.16667,37704.66667,6,3,3,0.000002653,0.000001,0.000001,2.612417774,-0.003562597,4.17888,0.662685607
HSF5,1.821,21,7,1,8.18916,384,23,40.1,68218,68218,1,1,0,0.000002335,0.000001,0.000001,2.219783266,0.018483465,7.04737,0.139965982
ZNF879,1.712,8,2,0,0.000001,0.000001,0.000001,43.57,7876.25,7876.25,4,4,0,0.000001,0.000001,0.000001,0.000001,0.858082312,6.70564,0.23091223
STRA6,2.402,40,26,0,5.30359,220,45,55.21,16864.04762,23424.54545,21,11,10,0.000002415,0.000001,0.000001,-0.42595655,0.295774947,7.79174,0.184638181
HSF4,1.558,22,7,0,11.01399,150,46,62.61,2900.185185,3878,28,10,18,0.000001571,0.26972,0.12484,1.272279853,-0.26993514,1.02677,0.965124373
SRPK3,1.779,0,2,1,0.000001,0.000001,0.000001,64.63,4372.875,4372.875,8,8,0,0.000002681,0.22866,0.11172,0.423410221,-0.33061537,1.30706,0.256093943
SRPK2,2.223,24,16,0,4.52775,468,34,41.06,122972.1333,156745,15,7,8,0.000002564,0.76287,0.12361,1.290774469,-1.221604042,0.9072,0.972708097
GPR97,1.71,35,16,1,7.12945,168,34,52.39,15553,21133,8,3,5,0.000001634,0.07054,0.09411,-0.430420505,-0.108334733,3.35108,0.153385362
GPR98,19.371,275,129,0,1.15632,755,-2,37.22,109058.5455,235021,11,5,6,0.000002788,0.07741,0.17025,1.499572409,8.124040712,35.13173,0.187309503
SRPK1,2.048,23,11,0,7.61613,404,28,40.48,47385,66935.71429,14,7,7,0.000002089,0.36461,0.11015,1.626406264,-0.336073593,2.82597,0.800758791
ZNF891,1.64,0,0,0,0.000001,0.000001,0.000001,39.65,6977.5,6977.5,2,2,0,0.000001,0.000001,0.000001,0.000001,0.000001,7.20082,0.11437136
ZNF883,1.145,27,3,0,5.19671,575,-11,0.000001,15013,0.000001,1,0,0,0.000002204,0.000001,0.000001,-1.043910195,0.000001,10000,0.000001
GNAL,1.587,6,9,0,2.81108,361,18,44.14,93614.8,105345.25,10,8,2,0.000003773,0.37028,0.18893,2.873132961,-0.295622497,2.5346,0.743204625
IL18BP,0.738,13,6,0,7.47702,311,59,57.03,3129.307692,3522,13,8,5,0.000003878,0.04076,0.07315,-0.994055895,0.260991686,2.05463,0.539175613
GNAQ,1.115,3,9,0,3.28481,671,-24,39.13,216843.6667,216843.6667,3,3,0,0.000002681,0.49774,0.43956,2.749727441,-0.251530012,0.18068,0.511872936
GNB2,1.068,10,22,0,18.8443,247,60,65.91,3705.692308,4308.9,13,10,3,0.00000311,0.37986,0.14229,2.931642787,-0.492218069,0.9083,0.903206843
GNB1,1.068,3,10,0,14.9251,229,26,46.7,54129.875,82739,8,4,4,0.000002547,0.86155,0.25991,3.415877219,-0.317668748,0.01624,0.872602264
RRM2,1.4,8,8,0,8.05187,220,47,45.64,3315,7921.666667,10,3,7,0.00000189,0.98364,0.21552,1.623294561,-0.249709319,0.6879,0.989885085
RRM1,2.474,22,16,0,3.9272,601,31,40.39,17722.42857,33275.75,16,4,12,0.000004779,0.9905,0.35194,2.206363746,-0.644723694,1.37845,0.981817226
GNB5,1.248,20,10,0,5.407,195,21,45.39,30600.58333,54454.5,12,4,8,0.000002012,0.10623,0.15963,0.252737033,-0.578583623,2.14466,0.865511767
KIAA1217,5.952,107,71,0,1.36799,839,-15,40.56,247087.1538,281006.2727,14,11,3,0.000003496,0.22162,0.09445,-0.603686617,-3.009169053,8.49315,0.595752379
GNB4,1.068,7,7,0,4.05715,600,20,39.36,31297.6,38270.5,5,4,1,0.000004323,0.45415,0.12971,2.293400854,-0.029247611,0.60544,0.915486791
GNAS,4.069,40,22,1,10.25539,416,11,47.09,29673.92727,36063.95238,57,21,36,0.000003263,0.48401,0.79966,4.805834874,-0.016511957,3.64365,0.386768991
GNB3,1.068,20,14,1,28.22601,232,32,54.7,4252.777778,4879.4,9,5,4,0.000002665,0.15058,0.28104,1.298902504,-0.402212257,2.95426,0.517289468
NHEJ1,0.935,14,9,0,7.98168,177,37,43.12,58101,83086.75,10,4,6,0.000002149,0.07587,0.07898,-0.148755146,0.040529541,4.12516,0.21587919
EIF5A2,0.482,2,1,0,1.99827,640,26,38.29,16156,16317.75,5,4,1,0.000003472,0.4917,0.13588,0.000001,0.079165052,0.20646,0.781199836
GPR61,1.361,10,11,0,10.56159,272,37,49.33,5349.2,7389,5,1,4,0.000001621,0.80901,0.12077,2.796049707,-0.471992905,0.80926,0.444822449
GPR62,1.112,9,3,0,10.13177,370,39,65.72,2180,2180,1,1,0,0.000001797,0.000001,0.000001,2.606735685,0.000001,4.4859,0.091103957
GPR63,1.265,16,5,0,1.304,1336,-5,36.26,41402,41402,2,2,0,0.000004712,0.4559,0.10983,1.499696849,-0.093566408,1.72696,0.245260304
FHL1,1.192,1,0,1,0.000001,0.000001,0.000001,41.77,36451.5,40180.3125,18,16,2,0.000002949,0.4585,0.13588,1.519542336,-0.029247611,0.42591,0.961006089
GPR64,3.189,1,1,0,0.000001,0.000001,0.000001,42.96,107071.3333,129208.6,11,10,1,0.000002851,0.53967,0.10442,1.698711696,0.510776592,3.99063,0.068139155
FHL3,0.868,15,7,1,4.45132,232,42,56.84,6952.6,8736,5,1,4,0.000002764,0.29794,0.11106,0.491387407,0.284856336,3.15204,0.709794438
GPR65,1.019,6,4,0,1.15758,976,-36,36,6952,6952,1,1,0,0.000004981,0.17356,0.10446,1.070931057,-0.05129383,6.53735,0.005623311
PML,3.713,62,36,0,3.75211,344,41,47.82,30546.38889,37799.05556,22,18,4,0.000002501,0.13603,0.57235,2.430589537,0.148734569,1.8023,0.994192239
NOB1,1.284,31,14,0,0.000001,0.000001,0.000001,48.27,8381.5,13074,6,1,5,0.000002789,0.000001,0.000001,-0.232260841,-0.154246007,10.11657,0.477542229
FHL2,0.865,11,7,0,1.98241,215,13,44.54,43047.61538,44346,13,11,2,0.000002927,0.43632,0.43471,1.654652863,0.305084559,2.9089,0.93014572
FHL5,0.88,13,11,1,1.16593,1376,3,35.38,52062.66667,52062.66667,3,3,0,0.000004992,0.5022,0.10754,0.018992862,0.551232944,18.05603,0.659715816
GPR68,1.103,16,11,0,2.51273,462,42,51.9,16790.6,16297.5,5,4,1,0.000002093,0.23859,0.1202,1.178939145,-0.602450568,1.5,0.629941299
APBB1IP,2.066,20,18,1,2.36125,536,19,41.55,66133,96557.5,3,2,1,0.000004118,0.09114,0.10771,1.928676956,-0.069700725,3.73347,0.484335924
HSCB,0.738,8,2,0,5.71394,219,-10,46.7,13471.14286,15470.5,7,2,5,0.000002411,0.10187,0.12339,0.707757825,0.215080722,2.81916,0.23091223
MYCBP2,14.452,111,82,0,2.36609,713,59,35.72,96749,223677.2,13,5,8,0.000002969,0.51896,0.1095,4.938844432,0.000001,4.66678,0.92959771
KAAG1,0.26,6,1,0,3.90563,612,-3,51.88,1382,1382,1,1,0,0.00000352,0.03783,0.06677,0.98445877,-0.053113545,0.22022,0.11437136
