Gene	GDI_Phred
NCF1	1.23387
THAP4	1.23417
QTRTD1	1.23446
COX11	1.23476
C18orf21	1.23505
KCTD7	1.23535
AL161450.1	1.23564
TCEANC2	1.23594
GRPR	1.23623
TTC39C	1.23653
LYZL4	1.23682
SUFU	1.23712
MRFAP1L1	1.23741
TPD52L2	1.23771
HTR1E	1.23800
GIMAP5	1.23830
ALDH6A1	1.23859
AC012215.1	1.23889
MAGEA3	1.23918
ERICH2	1.23948
TMEM205	1.23978
STAP1	1.24007
ZFP1	1.24037
ABHD2	1.24066
SMAD7	1.24096
TRMT10A	1.24125
REEP3	1.24155
KIF5B	1.24184
TFDP2	1.24214
ACTL10	1.24244
CACNB1	1.24273
FAM117B	1.24303
ITM2A	1.24332
COX6B2	1.24362
LCOR	1.24391
SIK2	1.24421
ZNF321P	1.24450
ELMO1	1.24480
ARHGEF35	1.24510
SYT13	1.24539
MAP7D3	1.24569
HAO2	1.24598
ARSE	1.24628
DLL4	1.24658
C8orf56	1.24687
AC004381.6	1.24717
YIPF4	1.24746
PDCD4	1.24776
CLTA	1.24806
CXorf65	1.24835
IDH3B	1.24865
DUSP2	1.24894
CSNK1E	1.24924
SLC52A2	1.24954
CD3E	1.24983
LCN9	1.25013
PIAS4	1.25042
C1orf216	1.25072
AMHR2	1.25102
UGT1A9	1.25131
FXR2	1.25161
RNF115	1.25190
GPR89B	1.25220
STOML1	1.25250
CKMT2	1.25279
CMC2	1.25309
TFE3	1.25339
C5orf63	1.25368
GJD2	1.25398
PRSS22	1.25428
CCDC64	1.25457
C12orf79	1.25487
GSX2	1.25516
MAEA	1.25546
LSM4	1.25576
RTN4IP1	1.25605
CYP4X1	1.25635
SMOX	1.25665
ORC2	1.25694
DNASE2	1.25724
STK3	1.25754
HOXB6	1.25783
AVP	1.25813
NDUFAF6	1.25843
PHKG2	1.25872
ZNF260	1.25902
UHRF2	1.25932
ACADM	1.25961
C11orf45	1.25991
DNASE1L2	1.26021
SBP1	1.26050
C12orf65	1.26080
BARHL2	1.26110
RHOC	1.26139
IRF8	1.26169
NCOA5	1.26199
UBE3C	1.26229
IPO9	1.26258
COX5B	1.26288
SRXN1	1.26318
PGAM1	1.26347
TWSG1	1.26377
NKX2-1	1.26407
CCNYL1	1.26436
CPNE9	1.26466
DLX3	1.26496
C21orf54	1.26526
TIAF1	1.26555
SYT3	1.26585
ZNF416	1.26615
HSPB8	1.26645
BTG2	1.26674
PIM3	1.26704
FAM163A	1.26734
RFFL	1.26763
SIRPD	1.26793
GPR137B	1.26823
ZNF490	1.26853
CISH	1.26882
FAM102A	1.26912
LY86	1.26942
C9orf9	1.26972
FST	1.27001
SUPT7L	1.27031
TRIM3	1.27061
THOC6	1.27091
KLHL2	1.27120
RBM45	1.27150
TNNI1	1.27180
CWC27	1.27210
CHCHD5	1.27239
SRSF6	1.27269
JAKMIP1	1.27299
RPL23A	1.27329
ZNF367	1.27358
BIVM	1.27388
PAG1	1.27418
HEBP2	1.27448
TEC	1.27478
NGB	1.27507
COX7A2L	1.27537
HMGA2	1.27567
KATNAL1	1.27597
RGS20	1.27626
ZNF623	1.27656
KRTAP19-3	1.27686
CLEC4E	1.27716
FFAR3	1.27746
DUSP9	1.27775
PGLYRP1	1.27805
OR2B3	1.27835
GLTPD1	1.27865
MIS12	1.27895
TGFB3	1.27925
INTS9	1.27954
MTF2	1.27984
ZFP3	1.28014
ARPC1A	1.28044
LCE3E	1.28074
AL035252.1	1.28103
EDC3	1.28133
KRT18	1.28163
RCC1	1.28193
TBX19	1.28223
DRAM2	1.28253
HEMGN	1.28282
TMEM106B	1.28312
CHRNA2	1.28342
HOXB4	1.28372
PPP1R14A	1.28402
HNRNPA1	1.28432
SAFB	1.28461
ZNF326	1.28491
PMM1	1.28521
C9orf169	1.28551
ADCK5	1.28581
TP53AIP1	1.28611
EIF6	1.28641
LPAR6	1.28670
STRADA	1.28700
FAM104A	1.28730
ADAT2	1.28760
PDCD5	1.28790
HOXD10	1.28820
FKBP5	1.28850
TREX2	1.28880
CPE	1.28909
TP53I3	1.28939
UBQLN1	1.28969
GCM1	1.28999
PRTFDC1	1.29029
HNRNPUL1	1.29059
LGMN	1.29089
RP11-770J1.4	1.29119
ITPKA	1.29149
AL138815.2	1.29178
ZNF547	1.29208
HSF2BP	1.29238
STRBP	1.29268
RNASE10	1.29298
VAT1	1.29328
ISLR	1.29358
METTL21B	1.29388
CTD-2117L12.1	1.29418
CIDEB	1.29448
RP11-3B7.1	1.29477
FKSG52	1.29507
GABRG1	1.29537
P4HTM	1.29567
CFDP1	1.29597
DAO	1.29627
FAM175B	1.29657
KCNC2	1.29687
PPP1R16B	1.29717
TSHB	1.29747
ISCU	1.29777
FPR2	1.29807
ISL2	1.29837
ACKR4	1.29867
PAF1	1.29897
HACE1	1.29926
SHISA5	1.29956
CES2	1.29986
SEPT8	1.30016
SPRY3	1.30046
DYRK1A	1.30076
MIS18A	1.30106
LY96	1.30136
CHRNA7	1.30166
TMEM110-MUSTN1	1.30196
BAAT	1.30226
TMEM225	1.30256
AC016559.1	1.30286
HS2ST1	1.30316
NICN1	1.30346
NARS	1.30376
HOXC8	1.30406
DEPDC1B	1.30436
TWF1	1.30466
PPM1L	1.30496
CXCR5	1.30526
TMEM50A	1.30556
AKAP8L	1.30586
IRGQ	1.30616
EIF2B2	1.30646
FH	1.30676
SRPK3	1.30706
KIAA1147	1.30736
MTIF3	1.30766
RSPRY1	1.30796
CDCA3	1.30826
CD79A	1.30856
EFEMP1	1.30886
MAP6D1	1.30916
TESC	1.30946
FZD10	1.30976
ALG10	1.31006
ZNF7	1.31036
ZNF79	1.31066
WDR5B	1.31096
GPT2	1.31126
RGS2	1.31156
CCT4	1.31186
GNE	1.31216
PI15	1.31246
PLGLB1	1.31276
SLC25A48	1.31306
IMP3	1.31336
TMPRSS11B	1.31366
RAB7L1	1.31396
KIAA1191	1.31427
TMEM74	1.31457
CYBRD1	1.31487
MYOD1	1.31517
C10orf131	1.31547
STAT5B	1.31577
ZBTB8B	1.31607
TRAPPC6A	1.31637
ZBTB26	1.31667
KBTBD6	1.31697
IL22	1.31727
S100A11	1.31757
SLC9A2	1.31787
ZNF184	1.31817
PPP2R4	1.31847
ZNF852	1.31878
NFE2L1	1.31908
CHCHD2	1.31938
EBF4	1.31968
LCE2D	1.31998
LCN2	1.32028
CDR1	1.32058
UBAC2	1.32088
CRYBB1	1.32118
SOSTDC1	1.32148
C4A	1.32179
ANKH	1.32209
EREG	1.32239
EHD3	1.32269
LDLRAD2	1.32299
FAM20B	1.32329
HOGA1	1.32359
EBF1	1.32389
TUBGCP3	1.32419
SLC22A23	1.32450
Z97053.1	1.32480
PDS5A	1.32510
FBXO27	1.32540
SLC2A4RG	1.32570
IK	1.32600
KITLG	1.32630
CENPK	1.32660
LUC7L	1.32691
LAP3	1.32721
PDCL3	1.32751
MFSD11	1.32781
PCDHAC2	1.32811
CDH7	1.32841
CTXN2	1.32871
SPRED1	1.32902
SMIM17	1.32932
SST	1.32962
EIF2B3	1.32992
CASP4	1.33022
CNNM4	1.33052
TMEM243	1.33083
KLHL23	1.33113
MFAP3L	1.33143
CNTD2	1.33173
ACVR2B	1.33203
PACS1	1.33233
TTLL1	1.33264
RNASE1	1.33294
TMOD1	1.33324
CDCA7L	1.33354
IKZF3	1.33384
ACD	1.33415
C16orf59	1.33445
GIPC3	1.33475
NRXN3	1.33505
SPI1	1.33535
PFKFB1	1.33566
AL138847.1	1.33596
FBXO9	1.33626
RPL4	1.33656
FGF3	1.33686
FBXL15	1.33717
GPR52	1.33747
VHLL	1.33777
ADM5	1.33807
FOXN3	1.33837
ADPRH	1.33868
OSTN	1.33898
FAM69A	1.33928
TTC7B	1.33958
PCMTD2	1.33989
ACOT13	1.34019
AUH	1.34049
C15orf59	1.34079
CD40LG	1.34110
NAP1L3	1.34140
SYT17	1.34170
GOLT1B	1.34200
TBC1D10C	1.34230
RGS18	1.34261
MT1E	1.34291
RSG1	1.34321
GABRG3	1.34351
DOK5	1.34382
LHX9	1.34412
ELF4	1.34442
MAST1	1.34473
TRMT2B	1.34503
MAB21L3	1.34533
CAPRIN1	1.34563
ACTL9	1.34594
CLK2	1.34624
BEX2	1.34654
ADAP1	1.34684
YTHDF2	1.34715
DNASE1L1	1.34745
TRIM71	1.34775
UBFD1	1.34806
IGLON5	1.34836
SAA2	1.34866
BCL3	1.34896
YJEFN3	1.34927
DPH2	1.34957
LCP2	1.34987
RAB37	1.35018
CLPX	1.35048
CASP14	1.35078
PTGES	1.35109
GAR1	1.35139
CDYL2	1.35169
ALG13	1.35199
MARCH4	1.35230
GMPPB	1.35260
RPS6KA3	1.35290
DNAJB5	1.35321
MYADM	1.35351
SIAH1	1.35381
HMGCLL1	1.35412
MCU	1.35442
PSPH	1.35472
PPAPDC3	1.35503
KRTAP9-4	1.35533
C20orf195	1.35563
FRRS1L	1.35594
FUBP1	1.35624
EDN3	1.35654
TMEM62	1.35685
RNF144B	1.35715
RBPMS2	1.35746
DGKA	1.35776
GORAB	1.35806
FGF2	1.35837
ATP1A2	1.35867
DIRC1	1.35897
OBFC1	1.35928
LRAT	1.35958
ZNF23	1.35988
NDUFB8	1.36019
AC005003.1	1.36049
CCNI	1.36080
FAM216B	1.36110
DMAP1	1.36140
RAVER2	1.36171
SNX30	1.36201
C1orf43	1.36231
HSPB6	1.36262
POGK	1.36292
GPR139	1.36323
MAPKAP1	1.36353
MGAT2	1.36383
STYK1	1.36414
SRPR	1.36444
ZNF202	1.36475
ENOX2	1.36505
PDE10A	1.36535
NPY2R	1.36566
HMGCR	1.36596
GALNTL6	1.36627
C10orf10	1.36657
RASL10B	1.36687
ALDOA	1.36718
BEND6	1.36748
GPR143	1.36779
MORC3	1.36809
F2RL1	1.36840
MORN3	1.36870
ATP6V1F	1.36900
AGTR1	1.36931
ARL9	1.36961
RAE1	1.36992
AC009065.1	1.37022
KLHL14	1.37053
RPLP2	1.37083
AC023632.1	1.37114
SKA1	1.37144
OTP	1.37174
ZNF430	1.37205
SNRK	1.37235
UBTD2	1.37266
C15orf54	1.37296
APOBEC3D	1.37327
RRAS	1.37357
MORN4	1.37388
GRIPAP1	1.37418
RABGGTA	1.37449
RSRC1	1.37479
FHIT	1.37510
TNFAIP8L2	1.37540
CTD-2210P24.4	1.37571
ANXA1	1.37601
CAMLG	1.37632
MTFR1	1.37662
GDE1	1.37692
OSBP	1.37723
SLC22A7	1.37753
NDST1	1.37784
ZFYVE21	1.37814
RRM1	1.37845
LIN54	1.37875
GTF2H4	1.37906
TRIM13	1.37936
CSNK1D	1.37967
BTBD18	1.37997
CACYBP	1.38028
CDH6	1.38059
HARS2	1.38089
C3AR1	1.38120
ITFG2	1.38150
C11orf71	1.38181
MRPL49	1.38211
MGAT5	1.38242
DACH2	1.38272
IFITM5	1.38303
TUBA1C	1.38333
RNF148	1.38364
MND1	1.38394
ATE1	1.38425
AQP5	1.38455
GNMT	1.38486
PDK1	1.38516
ITGB1BP2	1.38547
LDLRAD4	1.38578
ASIC1	1.38608
RBM48	1.38639
C9orf16	1.38669
AC002365.1	1.38700
C16orf74	1.38730
UGT3A2	1.38761
SP1	1.38791
NDUFB9	1.38822
OR2T2	1.38853
TOB2	1.38883
TP53I13	1.38914
RNF139	1.38944
FAM46C	1.38975
SFPQ	1.39006
GGNBP2	1.39036
PLEKHB1	1.39067
TMEM200A	1.39097
PLD3	1.39128
KCNIP3	1.39158
COL8A1	1.39189
GJD3	1.39220
TMEM45B	1.39250
MTHFS	1.39281
SLMO2	1.39311
C1orf228	1.39342
DEDD	1.39373
KRTAP20-1	1.39403
B4GALT1	1.39434
C21orf140	1.39464
SHCBP1	1.39495
RNF130	1.39526
NUFIP1	1.39556
ZBTB45	1.39587
HNRNPA0	1.39618
ODC1	1.39648
SMEK1	1.39679
SAMD14	1.39709
GUCA1A	1.39740
TRMT1L	1.39771
DHX8	1.39801
IL15RA	1.39832
GAN	1.39863
SLC5A3	1.39893
APEX2	1.39924
TMEM51	1.39955
CDCA4	1.39985
RBM34	1.40016
KLF12	1.40047
FAM169B	1.40077
ARIH2OS	1.40108
CCR1	1.40139
C11orf42	1.40169
GRSF1	1.40200
CYB561D1	1.40231
VPREB3	1.40261
STAC3	1.40292
PXMP2	1.40323
BRINP3	1.40353
ETFDH	1.40384
SLC8A1	1.40415
FOXC2	1.40445
TMEM185B	1.40476
STK11	1.40507
NAPB	1.40537
COMMD1	1.40568
DNM2	1.40599
SH3KBP1	1.40629
DDX6	1.40660
PRSS23	1.40691
RP11-1105G2.3	1.40721
CTHRC1	1.40752
CCNB1	1.40783
MIB1	1.40814
SRPX2	1.40844
AFF2	1.40875
HERC4	1.40906
SPSB3	1.40936
LHX6	1.40967
APRT	1.40998
BTBD6	1.41029
ZNF320	1.41059
CACNB3	1.41090
SEC22C	1.41121
FAM169A	1.41152
WFDC6	1.41182
ADAMTSL4-AS1	1.41213
MFAP2	1.41244
AL136531.1	1.41274
AADACL4	1.41305
WAPAL	1.41336
C10orf55	1.41367
NPIPB4	1.41397
ZMYM3	1.41428
MFAP1	1.41459
TMEM106A	1.41490
PSMD6	1.41521
POP5	1.41551
FERMT2	1.41582
LY6G6C	1.41613
B3GNT5	1.41644
AC110084.1	1.41674
ZNF775	1.41705
KLF8	1.41736
TTC26	1.41767
B4GALT7	1.41797
KIAA1024L	1.41828
EIF4E1B	1.41859
MRPS36	1.41890
SLC39A6	1.41921
GH2	1.41951
TEX10	1.41982
VPS35	1.42013
HCAR2	1.42044
KRTAP19-4	1.42075
TCF23	1.42105
MPG	1.42136
RPL8	1.42167
KCTD10	1.42198
MRPL24	1.42229
NPEPPS	1.42259
PRH2	1.42290
FAM53C	1.42321
MTA3	1.42352
PTBP3	1.42383
ASPN	1.42413
OPRL1	1.42444
HOXD11	1.42475
CD55	1.42506
AC106876.2	1.42537
KLHL26	1.42568
NPAS1	1.42598
OR9I1	1.42629
STAC2	1.42660
LRRC30	1.42691
SDCBP	1.42722
INSL4	1.42753
AC011897.1	1.42783
C10orf76	1.42814
DDX39B	1.42845
KLHL11	1.42876
RP11-977G19.10	1.42907
C14orf119	1.42938
ASCL1	1.42969
SLC9A1	1.42999
GPR87	1.43030
C1QL4	1.43061
SEPT3	1.43092
GLIPR1L2	1.43123
RACGAP1	1.43154
PHTF2	1.43185
GNPTG	1.43216
TIPARP	1.43246
ZNF714	1.43277
AC008060.7	1.43308
INHBE	1.43339
MEN1	1.43370
MRPL32	1.43401
CNOT6	1.43432
PFKFB3	1.43463
KBTBD11	1.43494
RASGEF1A	1.43524
FAM118A	1.43555
AP1M2	1.43586
SCRT2	1.43617
MORN5	1.43648
HN1	1.43679
MCIDAS	1.43710
GPR176	1.43741
TBC1D23	1.43772
PRMT7	1.43803
ZNF24	1.43834
PIAS2	1.43865
PLVAP	1.43895
HAGHL	1.43926
CTSL	1.43957
S1PR2	1.43988
NECAP1	1.44019
C3orf52	1.44050
HNRNPM	1.44081
AC138655.1	1.44112
RAB42	1.44143
PLK2	1.44174
ARSJ	1.44205
CYP2R1	1.44236
P2RX1	1.44267
WDR45	1.44298
C19orf73	1.44329
MYOZ2	1.44360
FAIM3	1.44391
AKAP4	1.44422
MACROD1	1.44453
NPR2	1.44484
MAN1A1	1.44514
PTGER3	1.44545
ZNF770	1.44576
RPL26L1	1.44607
SIGLEC14	1.44638
ZNF674	1.44669
GMPPA	1.44700
C11orf49	1.44731
TRAF2	1.44762
BIK	1.44793
PTRF	1.44824
TLX2	1.44855
GBP2	1.44886
HSD3B1	1.44917
S100A6	1.44948
NAB1	1.44979
NUBPL	1.45010
KLF4	1.45041
TNFRSF17	1.45072
ATP6V0A1	1.45103
IGSF6	1.45134
DLG4	1.45165
PLEKHA8	1.45196
HTR6	1.45227
TVP23A	1.45258
ZNF347	1.45289
SLC4A8	1.45321
AC024940.1	1.45352
NCF4	1.45383
SAMD10	1.45414
HSD17B6	1.45445
CLEC4G	1.45476
WIPI2	1.45507
FNTA	1.45538
ZNF514	1.45569
PPM1B	1.45600
BAG4	1.45631
P2RY12	1.45662
ABHD10	1.45693
CCL26	1.45724
VGLL4	1.45755
RBM14	1.45786
YAP1	1.45817
DR1	1.45848
PIGV	1.45879
ZNF267	1.45910
TM9SF4	1.45942
CLECL1	1.45973
UCN3	1.46004
CYP2U1	1.46035
PSMD13	1.46066
ILK	1.46097
PARP16	1.46128
FLJ00418	1.46159
MOB3A	1.46190
ARHGDIA	1.46221
CCNA2	1.46252
C1orf185	1.46284
TMEM38A	1.46315
ABI1	1.46346
LZTR1	1.46377
PHF13	1.46408
SERPINA6	1.46439
PBX3	1.46470
CADM3	1.46501
MRPL42	1.46532
CHRNA4	1.46563
C21orf88	1.46595
GOLPH3L	1.46626
EIF2S2	1.46657
MGLL	1.46688
SERPINH1	1.46719
SERPINC1	1.46750
NRBF2	1.46781
LIMS2	1.46813
C4orf46	1.46844
COX7A1	1.46875
ZNF182	1.46906
LCN12	1.46937
UBE2D4	1.46968
ZAP70	1.46999
TMEM210	1.47031
PRKAA2	1.47062
C18orf8	1.47093
TOR1B	1.47124
SLC35F4	1.47155
ERCC6-PGBD3	1.47186
CABP4	1.47217
C6orf120	1.47249
CCR9	1.47280
TRIM68	1.47311
PLA2G2F	1.47342
WASF2	1.47373
FAM91A1	1.47405
CCDC71	1.47436
ANO3	1.47467
DUOXA2	1.47498
PDGFB	1.47529
UNC119	1.47560
CORO2B	1.47592
RGL1	1.47623
PLK3	1.47654
CCDC117	1.47685
UBL7	1.47716
SLC38A2	1.47748
DNAJC1	1.47779
TSGA13	1.47810
RPL3	1.47841
PDZD4	1.47872
TAOK1	1.47904
RXRA	1.47935
ELMOD2	1.47966
SCO2	1.47997
YIPF5	1.48029
NDUFAF5	1.48060
GNB2L1	1.48091
CYP11A1	1.48122
NTRK3	1.48153
RNGTT	1.48185
PIH1	1.48216
RP1-241P17.4	1.48247
ZNF865	1.48278
C21orf67	1.48310
PTPRCAP	1.48341
CELA2A	1.48372
SMAD9	1.48403
BAK1	1.48435
TAF1D	1.48466
DMWD	1.48497
TSR3	1.48528
SLC22A3	1.48560
HIST4H4	1.48591
MSRA	1.48622
DYNAP	1.48653
CPA1	1.48685
ETS2	1.48716
SPANXN3	1.48747
MCOLN3	1.48779
SLC2A3	1.48810
MXD3	1.48841
EGR1	1.48872
PIN4	1.48904
SPDYA	1.48935
ZKSCAN1	1.48966
PTK2	1.48998
CDC20	1.49029
WNT10B	1.49060
OR11L1	1.49091
KCNN4	1.49123
PFKFB4	1.49154
CPNE8	1.49185
PLAA	1.49217
TBC1D15	1.49248
HRASLS2	1.49279
GPX7	1.49311
NEK7	1.49342
RILPL1	1.49373
CBR1	1.49405
RNFT2	1.49436
SPOPL	1.49467
EFCAB1	1.49499
ZSCAN21	1.49530
DRD3	1.49561
GOLGA8Q	1.49593
EFNB1	1.49624
ARCN1	1.49655
NIPAL2	1.49687
TMEM151B	1.49718
TFG	1.49749
CD46	1.49781
FAM122C	1.49812
CXCR2	1.49843
EGR4	1.49875
NDUFV1	1.49906
USP5	1.49937
VDR	1.49969
GPR68	1.50000
LCE5A	1.50031
PRIM2	1.50063
ZNF281	1.50094
TPD52L1	1.50126
RAB38	1.50157
SLC22A17	1.50188
SPO11	1.50220
CBX8	1.50251
NELFB	1.50283
CTC-260F20.3	1.50314
FAM115C	1.50345
TAF5L	1.50377
PDXK	1.50408
XRCC5	1.50439
CPNE5	1.50471
STH	1.50502
TEN1	1.50534
PAX8	1.50565
HBP1	1.50596
NEUROG1	1.50628
P4HA1	1.50659
NRROS	1.50691
NIPAL3	1.50722
TRIM73	1.50754
KLHL20	1.50785
CLEC5A	1.50816
GDF6	1.50848
TERT	1.50879
SIT1	1.50911
ATP6V1H	1.50942
ANXA5	1.50974
SLC10A7	1.51005
PIRT	1.51036
KRTAP8-1	1.51068
OXCT2	1.51099
ATP1B4	1.51131
GAB3	1.51162
TMEM240	1.51194
ICOS	1.51225
POLDIP2	1.51257
VPS37A	1.51288
TOR1AIP2	1.51319
SH3GL1	1.51351
OVOL1	1.51382
CDH18	1.51414
NXNL1	1.51445
ZNF264	1.51477
PNLDC1	1.51508
CNKSR3	1.51540
SLC25A25	1.51571
PDE9A	1.51603
CCDC89	1.51634
REC8	1.51666
TUBGCP4	1.51697
CBLN2	1.51729
COLEC10	1.51760
C1orf159	1.51792
SIRPG	1.51823
KRTAP5-11	1.51855
BRWD3	1.51886
OCRL	1.51918
PIK3C3	1.51949
TP63	1.51981
SIRPB1	1.52012
HDDC3	1.52044
NTRK2	1.52075
CHMP7	1.52107
FSCN1	1.52138
STAT3	1.52170
PACRG	1.52201
C8orf46	1.52233
PPWD1	1.52264
LRRC3	1.52296
HPN	1.52327
DRGX	1.52359
SQRDL	1.52391
C12orf66	1.52422
LDHB	1.52454
C19orf67	1.52485
SLC10A4	1.52517
ST3GAL2	1.52548
BRPF1	1.52580
KRIT1	1.52611
ACO2	1.52643
DENND1B	1.52674
KLHL18	1.52706
CORO1C	1.52738
TOP1	1.52769
KIR2DL4	1.52801
ZBED1	1.52832
NRIP2	1.52864
TNFRSF9	1.52895
SLC10A3	1.52927
LARP1	1.52959
TRIP12	1.52990
GSG1L	1.53022
TMEM200B	1.53053
NEK8	1.53085
UBXN2A	1.53117
ADAD1	1.53148
TCTEX1D4	1.53180
RNF112	1.53211
SMIM9	1.53243
PGAP1	1.53274
C15orf61	1.53306
CDH8	1.53338
CYB561A3	1.53369
ZIC3	1.53401
DNAJC9	1.53433
C1orf111	1.53464
EXD1	1.53496
SCD5	1.53527
IPCEF1	1.53559
MED26	1.53591
GSTM4	1.53622
MON1A	1.53654
NUDT14	1.53686
PRPF18	1.53717
AGPAT3	1.53749
FRS2	1.53780
ZNF627	1.53812
TPRG1	1.53844
ZNF827	1.53875
CCNB1IP1	1.53907
CIB2	1.53939
ITK	1.53970
SLC43A2	1.54002
CDK20	1.54034
AL359693.1	1.54065
ATG12	1.54097
GDF2	1.54129
PDIA3	1.54160
MLLT3	1.54192
RNF114	1.54224
HOXB3	1.54255
SH2D5	1.54287
KAL1	1.54319
CMTM6	1.54350
MED22	1.54382
C14orf180	1.54414
DYRK2	1.54445
DIO1	1.54477
TMEM126B	1.54509
EIF2B4	1.54540
GCNT3	1.54572
CSRNP1	1.54604
PSPC1	1.54636
CACFD1	1.54667
CEPT1	1.54699
OR13J1	1.54731
NLGN1	1.54762
KLHL34	1.54794
CYFIP2	1.54826
WDTC1	1.54858
DDX42	1.54889
DOC2B	1.54921
C14orf79	1.54953
LARP4B	1.54984
CTD-2144E22.5	1.55016
MFN1	1.55048
NPIPB5	1.55080
AC011551.3	1.55111
FZD7	1.55143
RGS21	1.55175
DCAF5	1.55207
AC022498.1	1.55238
RBM27	1.55270
RIPK1	1.55302
NKX6-1	1.55334
MS4A13	1.55365
ACVR1	1.55397
KRTCAP3	1.55429
SLC46A1	1.55461
MOCS3	1.55492
AMIGO2	1.55524
NIM1K	1.55556
RHOBTB1	1.55588
ZC3H14	1.55619
C4orf27	1.55651
OTX1	1.55683
DUSP12	1.55715
GNL3L	1.55747
SRI	1.55778
ZNF451	1.55810
RASD2	1.55842
LRRC58	1.55874
RP11-817J15.3	1.55906
JDP2	1.55937
EIF3K	1.55969
POGLUT1	1.56001
PSMD8	1.56033
FZD9	1.56065
FAR2	1.56096
MITF	1.56128
NT5DC3	1.56160
COPS7B	1.56192
SLC25A20	1.56224
STYXL1	1.56255
IFNA14	1.56287
KDM8	1.56319
TRIM54	1.56351
OR5T1	1.56383
APOL6	1.56415
CTSW	1.56446
FAM159A	1.56478
GDI2	1.56510
RNASE7	1.56542
AC073657.1	1.56574
HDHD3	1.56606
ZNF205	1.56637
CYB5D2	1.56669
CKM	1.56701
SLC7A7	1.56733
SLCO3A1	1.56765
AC020922.1	1.56797
CT47B1	1.56829
CCDC102A	1.56860
MPC1	1.56892
NKX1-1	1.56924
TMEM178B	1.56956
ZNF766	1.56988
MESDC1	1.57020
LPAR5	1.57052
TPD52L3	1.57084
KRTAP9-8	1.57115
BICD1	1.57147
ZNF786	1.57179
B4GALT3	1.57211
ALS2CR12	1.57243
WDR43	1.57275
PELI3	1.57307
LHFPL2	1.57339
TMED1	1.57371
CXXC1	1.57403
SDE2	1.57434
TCTA	1.57466
ASTE1	1.57498
TXNL4B	1.57530
TWISTNB	1.57562
MESDC2	1.57594
SLC16A2	1.57626
SARS	1.57658
TMEM249	1.57690
CTNNA1	1.57722
DERA	1.57754
CRADD	1.57786
GABRD	1.57817
FOXP1	1.57849
ANKRD10	1.57881
HP1BP3	1.57913
MED4	1.57945
STAR	1.57977
ABHD3	1.58009
BTBD19	1.58041
SF3A1	1.58073
ACPL2	1.58105
GPN3	1.58137
SH3YL1	1.58169
RAD51C	1.58201
ZNF562	1.58233
AC006449.1	1.58265
TMEM253	1.58297
XXbac-BPG32J3.20	1.58329
BRAP	1.58361
RNF146	1.58393
DTX4	1.58425
PSEN1	1.58457
LGALS3BP	1.58489
PVRL3	1.58521
ZGPAT	1.58553
C3orf38	1.58585
C14orf164	1.58617
EXOC7	1.58649
SNX33	1.58681
RPAP3	1.58713
ELOVL2	1.58745
TMEM125	1.58777
KLHL17	1.58809
PCBP3	1.58841
PBX4	1.58873
UBAP2L	1.58905
TRHDE	1.58937
AANAT	1.58969
CALCR	1.59001
OR4F4	1.59033
KCTD16	1.59065
UBXN2B	1.59097
SGPP2	1.59129
COMMD9	1.59161
TMBIM6	1.59193
CENPO	1.59225
MAPK4	1.59257
FFAR1	1.59289
HAUS7	1.59321
TUSC5	1.59353
RNMT	1.59385
MCHR2	1.59417
TAOK3	1.59449
RNF26	1.59481
PBX2	1.59513
DUSP7	1.59545
FAM81A	1.59577
MRPL2	1.59610
MORC4	1.59642
ZNF550	1.59674
CNNM3	1.59706
SHE	1.59738
RUNDC3A	1.59770
MAPK13	1.59802
KRTAP19-1	1.59834
GPC3	1.59866
PDC	1.59898
STARD10	1.59930
POLA1	1.59962
NOS1AP	1.59995
NR2C1	1.60027
SLMO1	1.60059
KRTAP12-3	1.60091
POLR3F	1.60123
SCAMP3	1.60155
COX19	1.60187
ANKRD1	1.60219
CRYBA2	1.60251
GABRA5	1.60284
IKZF4	1.60316
GAMT	1.60348
TCTN2	1.60380
ZNF564	1.60412
CLCN3	1.60444
ZNF575	1.60476
FAM216A	1.60508
ZMIZ1	1.60541
NAB2	1.60573
SPSB4	1.60605
RNF141	1.60637
PRED60	1.60669
CD200R1	1.60701
TSPAN17	1.60733
OSBPL8	1.60766
GMPS	1.60798
RLBP1	1.60830
TRIM32	1.60862
BAMBI	1.60894
NMNAT3	1.60926
SH2D2A	1.60959
ZNF354B	1.60991
PANX2	1.61023
RASGRP2	1.61055
ADH5	1.61087
AADACL2	1.61119
CPNE6	1.61152
GSX1	1.61184
ACE2	1.61216
KYNU	1.61248
PWWP2B	1.61280
CA5A	1.61312
ADAM23	1.61345
AZGP1	1.61377
PRR19	1.61409
BRF1	1.61441
MAN1A2	1.61473
DET1	1.61506
TCEA2	1.61538
IP6K2	1.61570
EZR	1.61602
PALM2	1.61635
IFNA2	1.61667
MAS1L	1.61699
SPRED2	1.61731
STAM	1.61763
HPGD	1.61796
SGCE	1.61828
PDK3	1.61860
ACSL1	1.61892
ADRA2B	1.61925
GZMH	1.61957
SAP30	1.61989
IRF2BPL	1.62021
AC087239.1	1.62054
FZD2	1.62086
TRIM49C	1.62118
TMEM145	1.62150
PPAPDC1B	1.62183
VPS51	1.62215
LAGE3	1.62247
FAM115A	1.62279
ELAC1	1.62312
MED12	1.62344
DAPK3	1.62376
CA10	1.62408
CBFA2T2	1.62441
IVNS1ABP	1.62473
C2CD5	1.62505
